Tweet,Polarity
The question of fact about Donald is he that stupid or that evil or above? I will reassure you that all Christians who support him will meet him in a land so hot that their golf clubs will melt? https://t.co/29UBKq2w0g,0
"""@Strangelywhite pls I love the good work you are doing.about 70million of people in Nigeria do not support the country and the trash leadership in it. We gave it a name 'Zoo'.#BiafraFreedom is what we seek""",1
"If #Covid19 was an engineering issue, we would have solved it since....But this other faculty \xf0\x9f\x98\x9e\n@Sen_Dikkorh \n@AbdulnasirLaya \n@IceMustapha \n@BUK_Campus \n@engr_alsadeeq \n@UmmulkhayrG \n@Mc_Almajiri \n@ibraheemannur \n@_sarauniyah",0
Only in the zoo country called Nigeria they have presidency my question is who is this presidency when I am a child I use to hear president but in this 20 first century in the zoo animal kingdom called Nigeria we have presidency after Muhammad buhria die now we have jubril AL Sud https://t.co/tysSVkkUaO,1
"@AdewumiCollins @DailyPostNGR You\xe2\x80\x99re a fool! A compound fool! We\xe2\x80\x99re talking about an elected official here, the number 2 important person in the country you dull brainless zoo animal that is bereft of reasoning. The zoo Nigeria has destroyed you animals brains.",1
@SaharaReporters @PoliceNG Results of graduated almajiri system... I pray they continue to bears the horror of the beast they created alone.,0
Governors Playing Politics With Almajiri Children \xe2\x80\x93\xc2\xa0Ganduje https://t.co/kghjudHmBw,0
There\xe2\x80\x99s nothing wrong with releasing some of your obligations.... More for Aquarius https://t.co/WgAhF7pXaS,0
"@AjuriNgelale Tell that to ur boss who murdered thousands of  unarmed SHITES Muslims, and Hundreds of unarmed IPOB members with impunity. Nonsense. U are crying for a structures but praises ur boss when he littered the body of innocent civilians on the roads.",0
"@The_Jonathanian Yeye man.. What did you do when  the tyrant Buhari was killing the innocent IPOB members and Umu Igbo, you kept silent.. And you are here telling us wike is a bastard, oga go and sit down",0
"""But @GEJonathan built almajiri schools in the north.  Politicians like @elrufai faulted it to score cheap political points. Now, how would any of them  become a governor without passing through school? By carrying a placard they can't even read? Or is this a metaphor? https://t.co/9xUOVFMBQ1""",0
@MikeSalazar777 @JuliaBerkowitz1 @lois_laniee @rollingstoneDE Arne Willander seems like quite a horrible person,0
"@EjioforBar Breaking News!\nIKENNA IGWE, INNOCENT, UCHENNA, IROH SUNDAY OKORO and CHIDIMA GODWIN are four IPOB members arrested on January 2017 during the solidarity rally in PH to usher in the administration/of US president,  Donald Trump. ...\n1/3",0
Exactly my point we all know that the real Nnamdi Kanu is dead but you see the fake one parading up and down is beginning to over do he kept on spreading #FakeNewsAlert na waa oo #IPOB guys should tell him to take it easy fa. https://t.co/AFNDGXAdu9,0
Ending the Almajiri system is not precise but providing succor to child parents and create a platform where they can be reintegrated into society after childbirth  and still fulfill their dreams is the pathway to the future.,0
"""@NwankwoChimaoge @kingsleye758 @grandmayetty Listen to ursef. How is that making sense to you?\n\nEveryday here, you \xc5\x84 ur ipob dimwits comes here to advertise \xc5\x84 compete on who is the better bigot, with misplaced priorities.\n\nYou guys don't even think""",0
"""@PeterObi @OfficialAITlive #NorthernNigeria .The DARKNESS/INCOMPETENCY that has CONTINUE TO HOLD THE REST DOWN. See the EVIDENCE in #Almajiranchi (Almajiri System)\n\n ..a Region heavily AFRAID OF COMPETITION AND MERITOCRACY ..thereby held the REST AT A SNAIL'S PACE TOWARDS CIVILISATION\n\n#Nigeria \n#COVID19""",1
"Cross River Governor, Prof Ben Ayade at the weekend ordered another set of 120 Almajiri\xe2\x80\x99s who tried to sneak into the state through Gakem back to their destination.  #Almajiris #CrossRiver #ProfBenAyade https://t.co/OrmfCJfpeq https://t.co/4LFBG3EXOp",0
"COVID-19 Positive Almajiri Kids Need Care Not Publicity, Ganduje Tells Northern Governors\nhttps://t.co/Yei0CVhnvw https://t.co/nK9BbqIe4k",0
"""#NorthernNigeria .The DARKNESS/INCOMPETENCY that has CONTINUE TO HOLD THE REST DOWN. See the EVIDENCE in #Almajiranchi (Almajiri System)\n\n ..a Region heavily AFRAID OF COMPETITION AND MERITOCRACY ..thereby held the REST AT A SNAIL'S PACE TOWARDS CIVILISATION\n\n#Nigeria \n#COVID19""",1
"@model_daughters @SilenceDOGood47 @faewings So, when the Rapture comes the Good Christians R going2rise up making huge holes in the dome&amp;the rest of us will drown in the liquid space. EXCEPT, they have repeatedly said we will drown in a river of blood, so space liquid is blood? How is it possible 2B so stupid&amp;feed yrself?",0
"@bennypatrickc @MaziNnamdiKanu His evidence is cool, but I believe with prove, pictures is not enough reasons, when people were saying trash about how MNK registered IPOB as his company in London, I wrote against it on my Facebook page that a freedom fight is not registered any where",0
"I believe Almajiri because we,are part of Almajari oh God,continue to bless Almajari memory Amin https://t.co/XmeEruelGg",0
@Realchuka Nigeria is really a zoo ...,1
"""Nobody, I repeat nobody is sure if Dadiyata &amp; Mubarak Bala are alive or dead.\n\nAnd if they're still alive, no one knows the conditions of their detention.\n\nLike it or not, the truth is the truth, Nigeria is more than a banana republic, it's a lawless country.\n\n#RedefineNigeria""",0
@oluseun_olu @Urwaty @ogundamisi @GovWike Ipob is the secession group. Nnamdi Kanu  broke away from original Massob,0
"@SaharaReporters @PoliceNG North is the problem of Nigeria..  Armed bandits, Boko Haram,  herdsmen,  terrorist of different kinds,  almajiri.. Political thieves!!!",1
"Truly @HananyaNaftali, you shall visit #Biafra soon, very soon. God bless the #IPOB leader @MaziNnamdiKanu https://t.co/DEviy0C2pm",0
"""@DailyPostNGR Unless you are yet to have encounter with Nigeria police.  Be very careful with them, dead man don't stand any chance.""",0
@EjikeDutch @john_danfulani @adamugarba This man is talking nonsense. How can one take pride in such nonsense. Maybe he needs to enroll his children in the almajiri programme. https://t.co/FqgLkA4wvV,0
"@ChiemenaS @MaziNnamdiKanu You re a stupid boy, did he not arranged for mass rally ipob to march down to the white House in United State before the coronavirus breakdown, and you re stupid again, dont you know that nigeria is all our problem that if we see how we terminate the country, we ll do it, rubish",0
Imposters continue to use late IPOB leader Kalu\xe2\x80\x99s social media accounts \xe2\x80\x93\xc2\xa0INM https://t.co/9dFisyRzuU,0
"IPOB ONE FAMILY, WE KNOW WHOM GOD HAS BLESSED US WITH IN OUR BIAFRA IN THE PERSON OF MAZI NNAMDI KANU..ALL HAIL BIAFRA.. https://t.co/LjHrGGY4jl",0
"""@SAMKLEF To be sincere, Nigeria can only be good when all our old leaders die but we can't wish them dead but to keep praying for God to intervene""",0
Are you ever aware that (Almajiri) beggar has no choice https://t.co/2Jkwla1Jtn,0
"@ZARIACONNECT @InsideKaduna_ @elrufai @halson02 However, the govs also share in d blame.  The reports are somewhat contradictory, while one stated over a hundred schls, d other quoted abt 400 schls were built.\nAlmajiri system whatever d colouration given is an outdated system, every child shld be under d care of his parents!",0
"Endowment can save the Almajiri system of education, we better try salvaging it rather than destroying it. https://t.co/rh8voGhc8p",0
Photos as before by Leon Arne Kleiva via Facebook/Arkeologi i Norge,0
"@NigeriaNewsdesk You should resign for admitting this, because it means you are brain dead. This is Nigeria and anything comes and goes freely, that is why Adesina will have the guts to called them used and dumped tissue paper. Why did you not copy how to take care of your citizens first?",0
Have you noticed the influx of Almajiri in your area? Share with us.,0
"A few other logboats dating to the Viking Age have been found elsewhere in lakes and bogs, and very occasionally, in graves. \n\nSome more info by Frans-Arne H. Stylegar in Norwegian on log boats here: \nhttps://t.co/gpEUwgcg94  /3",0
"Exciting new boat discovery in Norway! This time, an almost perfectly preserved LOG BOAT. Why is this exciting? And does it relate to the Vikings? Repton? And the Silk Roads? Maybe.... bear with me: #riverkings /1\n\nPhotos: Leon Arne Kleiva via Facebook/Arkeologi i Norge https://t.co/PtUcxWRtkf",0
"@adeyanjudeji We\xe2\x80\x99ve experienced recession and with some economy policies of buhari whom you detest so much,we conquered. I noticed that almajiri slap that landed you in Dubai still affecting ur cerebrum.Get help,Moron!!",0
@MaziNnamdiKanu Am tactful and strategic. IPOB better find me.,0
"""WE THE IPOB ARE LIKE BLACK MAMBAS.\nIF WE GOES AFTER OUR ENEMIES, \nWE HIT THEM AND GOES BACK TO ALLOW THEM FALL BY THEM SELVE'S THEN WE BEGGINS TO SWALLOWS THEM FROM THIER HEAD TO EXIST NO MORE. \nMAZI NNAMDI KANU""",0
"As am speaking to you now @aishambuhari is the current president of the zoo called Nigeria, and the monkeys and baboons has nothing to say. #AsoRockIsEmpty @CHINEDUNnaemek6 @real_IPOBUSA @10DowningStreet @AnambraIpob @AnambrNorthIPOB @IPOB_33Zone",1
"Christians in Nigerian Army Should Resign Now - Nnamdi Kanu\n\nMay 11, 2020 | EASTERN PILOT\n\nThe leader of the Indigenous People of Biafra, IPOB, Mazi Nnamdi Kanu has asked Christians serving in the Nigerian army to\xe2\x80\xa6 https://t.co/sQ2riYYOBl",0
"There are lots of good characters on Christians, but \xe2\x80\x9cstupid\xe2\x80\x9d is not one of those. Liars just go fuck out of Europe. https://t.co/9WKGUUhQzK",0
@VICVERSA @MaziNnamdiKanu Not every thing are discussed in d open cos of d forces fighting against Biafra. My brother I advice u to join Ipob so that u can be educated on Biafra movement,0
@gaslinezoneaba @Amaka_Ekwo @aishambuhari @UN @Amaka_Ekwo_IPOB @Omambala_Chuks @Biafralandtwt_1 @7dressesuk @PaulChibuzor4 @NKNistoranTeam @realFFK @MarereJustice @Isaiahuba @AnyaLne1 Nobody is talking. @all the politicians,0
"""@suleimanumar78 @MusaHizbullahi @DailyPostNGR @MBuhari @GEJonathan At this point I can't exchange words with someone who probably may be an almajiri.. \nGo to school!""",0
"@MaziNnamdiKanu https://t.co/DfUEzP4xzH\nThis is a Caution Notice to remains the World Leaders that The game is over the Zoo called Nigeria is over do 4Disintegration,heavy rain is at the corner it is an Urgent attention issue,things are getting out of hand @realDonaldTrump @netanyahu @PMOIndia",1
We will remain on this fake Jubreel al-sudani saga and the zoo Nigeria will fall. https://t.co/VkM8h9rrXH,1
"""@Dantattaa I thought they said kano or north is the almajiri base, but when I saw these tweet and check carefully it was tweeted by kano born and the comments under 98% are from southern e-almajiris... Bigotry won't allow us to see and face reality.""",0
COVID-19: Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai\xe2\x80\xa6 https://t.co/bhLvCAADbb #sagagist,0
"""@eomoan @lanky_pheelz @ChiemenaS @MaziNnamdiKanu @MBuhari We only mobilise those who have love for pure truth and honesty, not those who called black white. Those kind of people we don't need them in the struggle, because they will sabotage the struggle. Let me ask you, did Kanu pay you to join IPOB or to believe in the struggle?""",0
The Northern Nigeria\xe2\x80\x99s Almajiri unstable Islamic educational system\xe2\x80\xa6 https://t.co/F5ckkucOyE,0
"""19 dead as Iran warship hit by 'friendly fire' in tense GulfWorld \xe2\x80\x94 The Guardian Nigeria News \xe2\x80\x93 Nigeria and World News - https://t.co/Ev1RdsXzTc""",0
IPOB is like a black mamba swallowing the zoological republic Nigeria slowly. https://t.co/Mm255Yru7U,1
"Police intercept, return 200 youths suspected to be Almajiri to Katsina State - Realnews Magazine - https://t.co/OC5DWI1lV0 https://t.co/ml25pJaxq4",0
"""@abel_josiah @von_Bismack @OsosaChris Ask him to prove the tweets wrong he won't cos it ll go against ipob agenda""",0
"""@KemiOlunloyo Sachet water??  You keep speaking against Igbos.. Your tribe and abokis(almajiris) praise you.. But won't donate shit to you..  They praise you but when you talk about donation, they all disappear.. \xf0\x9f\x98\x82 \xf0\x9f\x98\x82.. Igbos for help your life.. Online almajiri""",0
"Coronavirus: Ganduje accuses El-Rufai, other governors of playing politics with\xc2\xa0Almajiri https://t.co/WV32xHKHHd",0
Container drivers are on strike https://t.co/wss1w9vkFu,0
"""@Muhd_Gombi @jasonpe96697809 @DaudaJibrin13 @OsosaChris I really want to get informed opinions on this subject.\n\nIf only we all can be Objective, I'm surprised that with the way they kill Igbo people in the North you all can say this.\n\nIgbos thrive everywhere, even In the U.S. Nothing is freely given, work hard and succeed.""",0
"Governors Playing Politics With Almajiri \xe2\x80\x93 Ganduje Accuses El-Rufai, Others \xe2\x80\x93 COVID-19\xc2\xa0Saga https://t.co/hEM8dfZJxx",0
"Governors Playing Politics With Almajiri \xe2\x80\x93 Ganduje Accuses El-Rufai, Others \xe2\x80\x93 COVID-19\xc2\xa0Saga https://t.co/vTwPjxmqpY",0
"#FamilyGuy Sexualizes Eucharist, Again Calls Christians ""Stupid"" via@EhrhardElise https://t.co/10oicXReoP",0
@BashirAhmaad Your brothers Fulani herdsmen has killed more people in that zoo called Nigeria than that of COVID-19 has killed in the world,1
Kano State Government has cautioned Northern governors against playing politics with the coronavirus disease (COVID-19) and future of almajiri children in the region. https://t.co/6uXW9LeEiT https://t.co/mFPbIVi5w7,0
"""@arne_1892 @BigBoi That's a GREAT idea, what do you say @BigBoi ?""",0
"Establishing foundations (Waqaf) is the only way to support the ""Almajiri School System"" in our societies... https://t.co/1D9yymp1t0",0
@MarleeOF Well u asked for them xD,0
@gaslinezoneaba @Amaka_Ekwo @aishambuhari @UN @Amaka_Ekwo_IPOB @Omambala_Chuks @Biafralandtwt_1 @7dressesuk @PaulChibuzor4 @NKNistoranTeam @realFFK @MarereJustice @Isaiahuba @AnyaLne1 Odikwa egwu the zoo has finally finished the wind has blown and the fowl yansh has opened,0
"If Muhammadu Buhari is not dead, please bring him out to address the nation Live interview conducted by all Nigerian Journalists including M. Buhari native tongue language fulfulde.",0
This is the imposter being used as dead Buhari using what we call Hyper Reality Face Mask. Nigeria is been governed by a group call Cabbal who embarked on this first ever in history a massive democratic fraud ever. https://t.co/tO940XrSgI,1
Nigeria has no President since June 2017 because the elected President Muhammadu Buhari is dead and buried in Saudi Arabia. This information has been concealed for 3yrs.,1
#NigeriaNewPresidencyAishaBuhari.\n  \nNone elected New Nigerian President Aisha Buhari the wife of late Muhammadu Buhari who \ndied 2017. https://t.co/ECF5EGdNn4,0
@BoujeeeBoi @ogundamisi @GovWike \xf0\x9f\x91\x8eSouthern Almajiri,0
@NigeriaNewsdesk Where\xe2\x80\x99s the clip? The only thing you hear in Nigeria is we do this we do that but nothing to show or prove it... Never seen a covid-19 patient or dead victims clip just figures on tv screen.. NAIJA,0
@aishambuhari is the new president of the zoo called Nigeria https://t.co/xK5DZiXrHq,1
@Almajiri_Salim @GovUmarGanduje @BashirAhmaad @dawisu @PoliceNG @MBuhari @Waspapping_ @Realoilsheikh What is happening there???,0
@sunrisedailynow @channelstv Philosophical? To have children beg ? Please where is the place of almajiri in Islam?,0
"@Clemzyodama @ose_anenih His not the law, take the guy to court is the right thing, he took the law into his hands that why Nigeria is a zoo",0
An Igbo man was shot dead today by Nigeria police force at karmo market FCT.,0
"""@EbituPromise @UncleEbitu Absolutely cauz we're in advance generation were all this will be handle without exploitation of such things \nYou my even see under 5 year old in the almajiri academy""",0
@whalley_brian @RSPBArne True but you must have seen the morons tramping all over Arne can you imagine what would happen if someone hurt themselves and decided to sue the rspb,0
FG use of faceless groups against Kanu\xe2\x80\x99s expositions defeatist \xe2\x80\x93 IPOB https://t.co/kGfonJPSWl via @TheDailyVendor,0
"""@ChiemenaS @MaziNnamdiKanu Has corruption not been the trend in Nigeria?\nHow many times have u risen to ask them of a way forward? I suppose none, because of ur obvious fear of death. \nBut here u are freely ranting for a way forward because u know IPOB is civilised.\nYou're also free to profer a way forward""",0
The Northern Nigeria\xe2\x80\x99s Almajiri unstable Islamic educational system leaves children vulnerable to sexual and commercial exploitation and prime fodder for Islamist militant groups like Boko Haram... \n\nhttps://t.co/wZ3NUKPIPu,0
The resemblance of jubril to buhari may be because the person may be from buharis family  that\xe2\x80\x99s why It shows that he is buhari  but his  not buhari because buhari was 33 years During the Nigeria war now Nigeria is 60 years so how old is buhari 93 years zoo is evil https://t.co/MaKlUnAFsQ,0
@basil_bobby I guess Arne played mobile games then,0
148 dead in Nigeria!!!\nIt will be well,0
"@Zahrahmusa I think he is part of biafraud,then what concern him about Nigerians.",0
@Idigwu1 @TeesaxTosin @DailyPostNGR @aishambuhari What is this one talking about??? Are u sure u are not insane? Weytin concern me with u joining Ipob?,0
"@kateplater @RSPBArne I live within walking distance of arne and have stayed away, seems to me it is only open to those that can not be arsed with any rules. Same as lodmoor and radipole,  rspb have made no effort to enforce their own rules.",0
"""@apro_dawildcat @GovWike Did you read the tweets under ur post??? They are all Biafran/biafraud so pls ignore them if wike kill anyone of them they will still prefer him to buhari and it's a curse for the future""",1
"This a wow make up art for film making. \n\nVery soon it be turned to evil news propaganda by these hungry bloggers, cashtivist, yeyebrities, Political Displaced Penguins &amp; Induced People of Biafraud. Then it will spread like wildfire on #Facebook, #whatsapp gossip #instagram https://t.co/Cdx82qZMGK",0
COVID-19: Ganduje accuses Nothern governors of playing politics with\xc2\xa0Almajiri https://t.co/K5IJNQYXNh,0
"Coronavirus: 143 dead in Nigeria, spike in Russia, see deaths in top 4 https://t.co/gqcRgOgTap",0
"@Doxx12_ @TeesaxTosin @DailyPostNGR @aishambuhari Now you have to screenshoot my words thus. I say the truth as they are, and that\xe2\x80\x99s why I joined IPOB, where truth is told. Our people attending Yoruba owned churches and enriching their criminal pastorpreneurs are foolish and thoughtless, a further comment for you to screenshoot",0
"""@AntiJihad1 @milligazette This is completely lie\nQuran doesn't says to kill anyone like ur RSS books tells to kills muslims,christians and communists""",0
"""IPOB has opened up the whole idea s let's told the trend. The good news is this""",0
@LadyVelvet_HFQ RSS girls bomb training to kill Muslims/Christians \nhttps://t.co/f60EytZLYh,0
"@kateplater @RSPBArne It was reported yesterday that 15 cars were parked on the roadside leading into arne, so I assume nothing has left alone and anything will already have been disturbed.",0
Now playing Arne Fogel - A Cottage For Sale [with The Wolverines Quartet] on https://t.co/SdY7fJ0DPs @thejsnyc,0
"The Leader of #IPOB Worldwide, @MaziNnamdiKanu, Has Unequivocally Stated That The Last Miracle That Will Take Place Here On Planet Earth, Is The Total Restoration Of The Sovereign Nation Of Biafra &amp; It Will Be A Surprise To Many.\n\n#Freedom \n#BiafraExit \n#justiceforjennifer https://t.co/C6y8fPVUjj",0
The zoo called Nigeria is dead and buried,1
If Muhammadu Buhari is not late. Please Let him come out and address the nation Live interview conducted by all Nigerian Journalists. Simple...,0
Nigeria New Presidency Aisha Buhari the wife of late President Muhammadu Buhari who passed on in 2017 and was buried in Saudi Arabia. https://t.co/UL6QteOlOA,0
"#Nigeria: How We Are Tackling COVID-19, Almajiri Challenge \xe2\x80\x93 Katsina Governor https://t.co/vguTGTOLEA",0
"@BatmanXtra1 @NCRegister @Solena_Tad You stop being idiot by making stupid statements like that. You tell me which ""Orthodox Christians"", if you even know what an ""Orthodox Christians"" is, calls God Allah. Site a source that comes directly from one of the Orthodox Patriarchs that has said that.",0
I injected the truth about who is in ASO Rock on June 2017 and it took the zoo called Nigeria two to three years to discover it. Mazi Nnamdi Kanu https://t.co/jHJikwYrPB,0
Source:\nResume about Michael Jackson\xe2\x80\x99s \xe2\x80\x98Invincible\xe2\x80\x99: \xe2\x80\x9cAll shit.\xe2\x80\x9d \nLink to the disgusting article published in 2001 - one of the most racist homophobic articles I\xe2\x80\x99ve ever seen by @rollingstoneDE \xe2\x80\x98s Arne Willander\nhttps://t.co/31ga6ZXgZ1,0
"""\xe2\x80\x9cEunuch, gay-ish, holey brittle Android\xe2\x80\x9d\n\nOne of the most disgusting articles about Michael Jackson I've ever seen was published by @rollingstoneDE \xe2\x80\x98s Arne Willander in 2001. Arne Willander is still writing for the magazine. How can this be? #racism #homophobes  1/2 https://t.co/4HkwZixrt9""",0
@jacksonmezoo So Otunba @bet2win10 is dead?\nWhat a tragedy! \nNigeria lost a good man.\n#RipOtunba,0
"@eomoan @lanky_pheelz @ChiemenaS @MaziNnamdiKanu @MBuhari My dear brother, we dont look for converts please. If you treat IPOB with respect and love we shall surely reciprocate same. If you come here feeling too smart we will follow you same way.",0
United Kingdom of America \xf0\x9f\xa4\xaa\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x9c\nZoo don finish oooo\nLegendary Zoological Republic of Nigeria. https://t.co/rd4XDtA00X,1
"#FamilyGuy Sexualizes Eucharist, Again Calls Christians ""Stupid"" via@EhrhardElise https://t.co/8Mu5O0YZkY",0
"Kano accuses Northern governors of politicking with COVID-19,\xc2\xa0almajiri https://t.co/VdlqHSBMkR",0
@MaziNnamdiKanu @Xetame All hail IPOB worldwide,0
"COVID-19: Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai, others https://t.co/pA3cdHtPDp",0
"@AloyEjimakor Zoo called Nigeria is useless,hopeless and irredeemable",1
"@Prideoflife2018 @ikecibe @EzeasorIje Those who say they\'re ""guarding"" their States are mostly doing it for show. Governors &amp; Commissioners climbing into cattle trucks to discover people ""sneaking"" into their states, emergency ""Almajiri"" everywhere. Nigerian politicians aren\'t used to problems that drama can\'t solve",0
"Our society has badly let down ALMAJIRI children, some of whom have now been infected by the virus. Hopefully, our leaders will seize this unique opportunity to confront this challenge and restructure our society. Disheartening.",0
@gechife @chimbiko_jerome Aburi mention rings a bell for Biafrans and Igbos but not to IPOB.,0
"Precisely, i call on the government and philanthropist to generate and create employment to parents of the ALMAJIRI that has been on existence since the 11th Century, That will encourage and tackle poverty around our community. \n#TVCBreakfast",0
@MaziNnamdiKanu LONG LIVE MAZI NNAMDI KANU\nLONG LIVE IPOB FAMILY WORLDWIDE\nLONG LIVE BIAFRANS ALL OVER THE WORLD\nLONG LIVE REPUBLIC OF BIAFRA,0
"Ganduje accuses El-Rufai, others \xe2\x80\x93 Governors playing politics with Almajiri - https://t.co/EtYYFk5Idv",0
"@AjuriNgelale Yes just like the tyrant Govt you are feeding from, tell your boss to respect rule of law &amp; human right before you can write poem, you went on vacation when the Govt you serving unlawfully arrested &amp; killed unarmed Shiites &amp; IPOB members, you have no moral to speak on such issues",0
Success from arne#6241 https://t.co/R2qqmmioEo,0
"@iNnerLiiight @whales1212 @MaziNnamdiKanu Everything that has to do with Nigeria is a zoo. Your mean problem is you don\xe2\x80\x99t listen to radio Biafra, you\xe2\x80\x99re not a follower of MNK, so I am really not surprised at your understanding, ebony state is still under the occupation of the Nigeria government so it\xe2\x80\x99s a zoo. Udo",0
@renoomokri after everything \nThe same man will come here to call you beggars \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 and almajiri.. \nIt is well,0
"If the insults, hatred, intimations, killings (orchestrated by the British since 1914) and the marginalization of Biafrans in the Zoo called Nigeria is not wrong, then nothing is wrong in this world.",1
@DarazoKhamees @MaziNnamdiKanu Foolani cow gave birth to U. Why insult our leader. Danbanza. Why do u hate the truth.fowl brain. Dead brain cell. Almajiri. Kanu is God send to the Ibos.,1
"""@edifix_studios @jacksonpbn People with so much money go to jail for breaching the law, their properties are sealed by the government if there's need. \n\nJust because the Judiciary system and the police are dead in Nigeria doesn't mean a governor should act as an emperor.""",0
"COVID-19: Governors playing politics with Almajiri \xe2\x80\x93 Ganduje accuses El-Rufai, others\nhttps://t.co/nP3yGQ1PD8 https://t.co/Cwm4yacTM7",0
@Ndubuisiukegbu1 @MaziNnamdiKanu @StateDept @EUinNigeria @UN_SPExperts @SilentNigeria @UKinNigeria @USEmbassyAbuja @nassnigeria @10DowningStreet @HouseofCommons @UKHouseofLords Rip chairman brain looted association on biafraud pigs https://t.co/N6tM08uGkh,0
"As the northern governors threatened to ban the ALMAJIRI system in the north, I personally urge the government not to ban the system but rather transforming and restructuring the system of teaching and wellbeing of the ALMAJIRI.\n#TVCBreakfast",0
"Popular UK comedian, Jerry Stiller is dead - https://t.co/F1gl4JH7Wu #Notice #Nigeria #Naija #Entertainment #bbnaija",0
"""@official2baba @DavidOl57450723 Ever heard of #IPOB (Indigenous People Of Biafra) headed by @MaziNnamdiKanu \nThat's the only platform that is standing tall and pushing for the restoration of Honour and Dignity to the people of Biafra and Africa at large.\n\nENDEAVOR TO JOIN IPOB because #TheZooHasHallen""",0
@SaharaReporters @NCDCgov @PoliceNG Every dead for Nigeria now is corona virus related...,0
"Even Donald Trump the most powerful man in the world can\xe2\x80\x99t demolish an American citizens house. \n\nWike is a disgrace to Nigeria\xe2\x80\x99s democracy and a total abuse of power. \n\nYou charge them to court and they will pay huge penalty fines.\n\nNigeria, A nation with dead leaders.",0
No Biafra no peace in the zoo call Nigeria we must continue. https://t.co/EJoQ6NzgR0 https://t.co/var4j1b7Pc,1
"""@Gujungu013 There is difference btw Almajiri system and karatun tsangaya(Allo). The latter produced notable scholars in our society because it's all about seeking for Islamic knowledge from your parents home. While d former has turned many children to be slaves, abused and prone to vices""",0
"""Obama couldn't kill his ISIS army he had trained. That's why he was sitting back enjoying Christians getting killed while mothers &amp; fathers were watching their girls get raped then getting beheaded. Obama the biggest POS that has ever existed,how the hell he got into office? https://t.co/GoHPRKrrVF""",0
@Laurestar @MBuhari Send ur child (if u hv any) as an almajiri so as d responsibility will be completed.,0
"""@InsideKaduna_: The future of any Almajiri child in Kaduna state.\nFrom the streets to the class \nFrom begging bowls to books. Allah ya biya",0
"@Arne_JJ Cecily // ""Heart and Soul"" // Vancouver Cycle Chic Films\n\nSecond of six mini-films. #cyclechicfilms\n\nhttps://t.co/YDITu7vRhj",0
Nnamdi Kanu has his very impressionable IPOB disciples spellbound with an unending rehashing of his Jubril of Sudan tales by moonlight. That is all the gambit he has left.\xf0\x9f\x98\x85,0
"""Mads' character Arne is just the worst \xf0\x9f\x98\xad""",1
"tenderest, most pathetic, most melodious of bellowings."" The Romans were reputed to have used this torture device to kill some Christians, notably Saint Eustace, who, according to Christian tradition, was roasted in a brazen bull with his wife and children by Emperor Hadrian.",0
"""@Laurestar @MBuhari Have you forgotten the Almajiri schools that @GEJonathan built to help tackle the Almajiranci menace. Madam @Laurestar, that yesterday's Sapele water is still having an effect on you.""",0
We are Biafra not zoo republic of animals call Nigeria https://t.co/DH6sJpFDLF,1
"""@Empirejizzy @MaziNnamdiKanu @MBuhari But there's no ideas to build on anymore, ipob enjoy this entertainment about buhari, that's why you hardly see educated and serious minded Igbo who buy to his idea of fighting for biafra""",0
"The whole Nigeria that Buhari and APC is running over with a bulldozer should be on your narrow mind.Hypocrites.When APC Northern govs were deporting other Nigerians who they call Almajiri\xe2\x80\x99s,your dumb ass didn\xe2\x80\x99t say anything,all of a sudden Rivers state on your mind? https://t.co/1CRy3UNpPx",0
"@ayosogunro Even Donald Trump the most powerful man in the world can\xe2\x80\x99t demolish an American citizens house. \n\nWike is a disgrace to Nigeria democracy and a total abuse of power. \n\nYou charge them to court and they will pay huge fines.\n\nNigeria, A nation with dead leaders.",0
"It is only a wicked &amp; conscienceless northerner that will continue to support the almajiri system.\n\nIf the almajiri system is so perfect,can we compare the number of those who passed through it &amp; are successful today with those constituting nusiance over all the place?\n\nScrap it!",0
This is the end of the zoo called Nigeria https://t.co/tdv7IkT7wi,1
"@eomoan @ChiemenaS @MaziNnamdiKanu @MBuhari If truly his a Biafran, then he is suppose to know the platform to ask his questions. If his just joining, then there should be IPOB members where he is. If there is none, he could have sent DM to Biafrans on Twitter.\nOr does his message sound like he really needs help?",0
"""What of the Northern Governor's who deliberately Sent Almajiri's to SE and SS region to get them infected by all means.. What can we call that, Mr Segun?.. What @GovWike did was wrong but answer me.. https://t.co/4uEmEAZ9l7""",0
"@VICVERSA @MaziNnamdiKanu Actually, the thing is that, ipob have ran out of ideas to forge ahead on Biafra struggle, that is why they embark on propaganda. They know buhari is alive but what will they be talking about if not that.",0
Follow me to get amazing Naija and african food recipes and healthy foods hacks..\n#manchesterunited\n#liverpool\n#Almajiri\n#bobrisky https://t.co/FgeykLdhsO,0
@RoscoFald @gumel_babandi @SaharaReporters @NigeriaGov @nidcom_gov @NigeriaMFA So Nigeria is now their country and no more a zoo? I think their plea should be directed to nnamdi kanu. They should allow us to remain in our zoo peacefully biko.,0
