,Tweet,Polarity
10368,nach aufforderung von nname football players meant lot life name four people arne friedrich lukas podolski zinedine zidane ronaldinho,0
10369,march igbo jamaican black river slave rebellion plot discovered king igbos amp armed igbo amp african maroons newafrikan,0
10370,march igbo jamaican black river slave rebellion plot discovered king igbos amp armed igbo amp african maroons,0
10371,faced ounce acute destruction upended lives people new orleans levies failed still working staff families week shutdown thought future arne duncan giving thanks disruption makes sick,0
10372,lagos state fg nigeria president dead,1
10373,day march igbo jamaican black river slave rebellion plot discovered king igbos amp armed igbo amp african maroons,0
10374,half dead kwashiokor president still addressed country totally fucked country nigeria,0
10375,arne duncan trump missteps consequences beyond devastating via,0
10376,christians caned stupid,0
10377,almajiri wandering mass dangerous vectors ntime halt parambulation,0
10378,answer whatever think right nin reality market force marriott bankruptcy debt holders take business restructure cap table ipo none thing arne sorenson,0
10379,yes ever health worker,0
10380,going time almajiri parent come take children cos fear corona virus nallah masani,0
10381,authentic leadership definition real genuine marriott international ceo arne sorenson authentic leader proved week release minute video marriott employees shareholders customers xbb xbb xbb,0
10382,hence arne shoutout morning yeah sure want hooft thanks,0
10383,tolate fantastic film,0
10384,especially evangelical christians like fuck stupid people actually,0
10385,marriott international ceo arne sorenson,0
10386,covid medical advisory nto ipob family members nin name elohim high chukwu okike abiama puru ime ihe nile address today coronavirus pandemic nread,0
10387,love called woke ppl try portray christians wanting kill gays gays much safer christian dominated countries place world,0
10388,basically christians tryna kill us,2
10389,happy birthday lots love norway,0
10390,uchemeofor okafor mefor deputy supreme leader ipob one said refused come back home alive definitely come back dead biafans come back home rights freedom movement nigeria threatened,0
10391,outstanding example time crisis kudos arne sorenson visible world transparent manner,0
10392,grant leave absence truly authentic leadership nthese people worked salary ceo arne sorenson nalso forbes article celebrating corporate spin job,0
10393,correct wrong saying everyone follows q stupid christians stupid christianity stupid,0
10394,even dumber thought nnamdi giant made world know evil buhari dumbass kanu said evil buhari doppelganger true dullard said clone hahahahahahaha,2
10395,dear christians muslims nkindly obey instructions dished government stop using father heaven become stupid national deviant,0
10396,hey david take trump shove sun shine imbecile ntrump president people hell clown nlets dig eisenhower clone would fix mess fast without bullshit lies nit must hell life imbecile,0
10397,bro understand person dead press phone wait government nigeria tweeting another country wait,0
10398,fake news buhari attend jumat friday,0
10399,trying fair christians specifying type help kill us ignorance folk skipped tell generalize,0
10400,ditto president almost clone,1
10401,catholics christians fool like saying xbox one isnt xbox honestly stop acting like stupid,0
10402,never watched,0
10403,ent lord rings,0
10404,one reasons buhari wants send fake news people jail prolly start,0
10405,good one,0
10406,albumcover potensiale,0
10407,yes arne would great idea check facts causing people undue alarm crises,0
10408,thats true keep calm,0
10409,christians stupid acting like happy virus around like theyre really ready bullshit word,0
10410,arne,0
10411,arne president hear opening end year,0
10412,person wey get sense imagine aboki phone data oo imagine almajiri,0
10413,let signal loud clear,0
10414,cmaama better work group fools surely christians going kill us,0
10415,laugh almajiri,0
10416,madness result government inaction lack responsible amp competent leadership xbc unprecedented scenes welsh hills,0
10417,advice shot country let weeks back good system xbc cases thousands amp three hundred dead know health care system electricity ventilators protective jacket masks,0
10418,welp nwe child left behind edreformers essa arne duncan horrible nso get big business vision include partnership going make,0
10419,check videos youtube nhim van hooijdonk might best strikers ball ever njohn arne riise laurent robert also less consistent,0
10420,attention staff addressing staff arne sorenson relays important information authentic end emotional way nyour people need human,0
10421,ccovid medical advisory nto ipob family members nin name elohim high chukwu okike abiama puru ime ihe nile address today coronavirus pandemic aware ravaging effects damnable virus,0
10422,kindly inform pastor u know covid spreads like wild fire thousands dead italy including priest righteous pray never come nigeria take god mercy,0
10423,good times get,0
10424,joooooooohn arne riise ooh aah wanna knoooooooow scored goal,0
10425,rangers players auto crash ifeanyi george reportedly dead daily post nigeria,0
10426,correct youth nigeria seeing happening nigeria tweeting agree worse animal zoo kuti,0
10427,christians kill us abeg,2
10428,correct youth nigeria happening nigeria tweeting agree worse animal zoo,0
10429,nothing organized fear driving people stay home two weeks ago still school still attending parties statistics begin include dead hope get,0
10430,obviously cannot differentiate following tweet individual following trend right almajiri know u r twitter send aza lemme disgrace ancestors bastard,0
10431,heard almajiri buy data,0
10432,always looked arne sorensen great message,0
10433,either christians irredeemably stupid feel aggressively important congregate test god powers god still strike whole church prove still works mysterious ways fools,0
10434,arne,0
10435,nnamdi kanu addresses biafrans covid outbreak leader indigenous people biafra ipob mazi nnamdi kanu addresses biafrans around world need take precautionary measures,0
10436,makes sense compassionate inspirational thoughtful leadership starts top c sending arne love full recovery personally professionally safe ret,0
10437,suggesting christians go church accidentally kill random people like want christians die virus care holy spirits nsouth korea case patient likely caused many deaths,0
10438,nigeria dead zoo country,1
10439,pick misogynistic almajiri,0
10440,thought pretty far animal crossing like reaaally past remember mom also living tell stop playing video games love home quarantine behind,0
10441,arne buckets spoken,0
10442,okay mr buharidindin ffk ambition becoming nigeria president come interested oduduwa ncan send proof junkie also send proof almajiri,0
10443,first three squares really square guess arne amp carlos mkal plan catch today ready tomorrow new charted design fguess change,0
10444,almajiri spotted put naira floor pick come back,0
10445,tack,0
10446,reason nigeria making meaningful progress nleadership full blown ignorance dead brain fellows nnoise masked handshakes without hand gloves nation governed cursed nation,0
10447,emir daura besides buhari fake news,0
10448,marriott international ceo arne sorenson authentic leader proved week release minute video marriott employees shareholders customers,0
10449,going say notice god comes billion christians speaks stupid someone indoctrinated garbage hobby lobby owner fake grifter like rest,0
10450,democrats sacrifice women rights appease islam ndemocrats rabidly pro abortion ndemocrats hate christians nafter obama regime destroyed libya slavery returned ndemocrats would kill ending freedom speech religion ndemocrats china bffs,0
10451,realize greeks made christians still thought medicine praying god letting save righteous kill wicked illness sign god disfavor,0
10452,marriott ceo discusses impact ongoing pandemic business hotel giant longterm goals,0
10453,day quarantine,0
10454,christians time please refrain going church covid dealt ngod hear house god mobbing people since beginning time stupid let die nsigned christian sense,0
10455,jeopardy question would effective way infect kill lots christians,0
10456,remember mek working closely u government including many leading democrats republicans particularly neoconservatives neoliberals kill innocent iranians part iranian genocide please jews christians sunni arabs,0
10457,oth christians muslims alike stupid across board stupidity,0
10458,objectivity dead nigeria lmao judge things little corner world entire world,0
10459,true axis evil nclinton bush hussein niraq central bank kill christians amp non fundamental muslims niran central bank suppress ancient persian culture amp pride keep zionist control us israel noko deep state slave colony,1
10460,meanwhile two dead nigeria nshut fuck anyone else dies daft git,0
10461,stay inside israelites yahweh wants kill children nhow christians find spiritual upliftment deranged stories,0
10462,seen video trump wrestler could americans elected clone president nit unfortunate gonna elect thought kenyans alone,0
10463,ipob best president,0
10464,try debate non partisan manner people choose describe dishonest others ignorant st,0
10465,already deaths nigeria related brilliant hunch maybe waited almost two months act virus less people would dead knew january rd going,0
10466,mazi nnamdi kanu advice ipob families biafrans,0
10467,present clone came back london work know place fingers print original buhari get asovilla clone lie lie mohamed c,0
10468,gave hobby lobby years ago supposedly good christians steal antiquities smuggle america cheap sell idiots stupid enough buy hope sued last pen,0
10469,five favourite composers beginning adam alb niz albinoni arne arriaga,0
10470,like ancient church jesus real christians speak god truth cwomen head coverings c g wifi weapon system activated coronavirus kill people exposing pedophile cannibal industry children human meat farms cblack,0
10471,mazi nnamdi kanu advice ipob families biafrans,0
10472,shudnt close almajiri schools time,0
10473,freedom worship dear indisciplined christians muslims freedom spread corona virus pandemic name money many people willing kill sacrifice dear pastors,0
10474,yes nshe dead yet refuse admit,0
10475,arne duncan president united states refuses read intelligence reports unfortunately lots lots people die nthat reality nthis reality tv show nand enabled placate,0
10476,god give dumb stupid disgusting cowardly perverted cwomen equality religious christians time repent return bible verses like command cwomen head coverings back bible soon destroyed late undo,0
10477,maybe idps almajiri schools line public private schools close well,0
10478,lots social life saudi arabia mindful society first knw affairs better leave saudi authority let face almajiri problem viral video beyond walls,0
10479,brother money nigeria good dead money encourage impunity oyedepo displayed,0
10480,insane stupid teach em tell time figure need pray christians pray school neither muslims nwhere group bitches separation c,0
10481,please sorry interrupt zoo mean nigeria impostor yet address people virus,1
10482,im screaming,0
10483,followers come defend lambast tweet telling need speech good would president media speech time north problem nation never go far brain de,1
10484,coronavirus mazi nnamdi kanu issues covid medical advisory ipob family members,0
10485,omg xba xba wrap found zoo called nigeria,0
10486,unfortunately irreversibly stupid potentially grim outcome like christians believe god omnipresent xacexercise faith stay home worship bet hear prayers songs well urrrgghhh,0
10487,christian faith based hearsay skydwelling beings nothing makes sense religion hot air assholes gonna kill ppl worshipping b christians idea worship home,1
10488,omg xba xba wrap found zoo called nigeria,1
10489,god bless,0
10490,god fearing knowledgeable christians panic mode stupid virus pagans successfully perpetuated lie,0
10491,saying original buhari part problem xaf seen way original buhari speaks confidence clone always smiling ever front ca,0
10492,nigeria read thread give self brain nexactly one month yesterday italy recorded first case dead,0
10493,spoke someone said seeing dead people playing tv one died nigeria wish till jesus returns thing jolt us self,0
10494,perfect answers clear heartfelt straightforward honest even bit bald humour ngood luck arne team,0
10495,zoo check nigeria,1
10496,catholic support death penalty abortion christians christians bad ness ask forgiveness pick catholic kill ki,0
10497,nigeria exceptional country either statistic bogus country registered dead couple weeks registering first case,0
10498,nigeria fucking zoo,1
10499,sharma said inspired marriott international president ceo arne sorenson take salary rest,0
10500,christians stupid takers rubbish churned name god discern typical satanic deception,0
10501,laugh dont hospitals nigeria hospitals abuja rubbish even private ones l turkish dead,0
10502,brother peddled fake efcc detention camp presently rotting jail joining soon continue,0
10503,people ipob supposed ask money goes,0
10504,ever since clone took original refused take away fulani cap zombies still think mohamedu buhari alive xbf,0
10505,arne army following,0
10506,stupid selfish people stay inside xbc,0
10507,enugu rangers football player ifeanyi george sunday morning confirmed dead auto crash en route lagos enugu state,0
10508,blind stupid imbecile acting one truth matter facts talk one great christian value lying telling truth say truth lie defend trump dishonor christians,0
10509,found feel sad doctors fighting virus also risking lives many selfish soulless bodies bureaucrats content making money feel nigeria nnigeria people dead dying,0
10510,sounding like ipob makes one nonly mongols throw countries bus reason herd mentality,0
10511,even nme social distancing arne rona got,0
10512,miss arne best wishes florida,0
10513,arne jacobsen egg chair hamster good taste home furnishings,0
10514,instead typing nonsense challenge learn something go watch marriott sinternational ceo arne sorenson released video show true leadership empathy,0
10515,stope spreading fake news little sense tell nobody planning wicked evil video send broadcast ipob movement head way,0
10516,comes zoo called nigeria xac,1
10517,powerful message ceo arne sorenson one great leaders struggling mar,0
10518,arne duncan trump missteps consequences beyond devastating via,0
10519,true leadership arne sorensen ceo marriott international showing combination vulnerability determination,0
10520,almajiri aboki done eating moldy cassava got rankadede dustbin drink nonsense people maitatsane decent call fura come online spout shit aboki,2
10521,christians really going kill us,2
10522,itching fitness fix fear xaa nat cet train arne simon minute workout session co operation tune live,0
10523,nigeria zoo,1
10524,christians kill acting like gay sin njesus said whosoever looketh woman lust hath committed adultery already heart mt nso u work,0
10525,christians kill acting like gay sin njesus said whosoever looketh woman lust hath committed adultery already heart mt nso u work salvation fear trembling phil amp leave,0
10526,christians like dishonest prayer know mind want get sickness punishment stupid prayer christians wicked sha,0
10527,president ceo marriott intl inc arne sorenson made total compensation total received salary received bonus received stock options w,0
10528,jihad war raging nigeria nnigerian sponsored terrorist killer fulani herdsmen iswap boko haram bandits hold sway unleash horrors tracks continue gain grounds leaving g millions people homeless amp thousands dead ntoday sunday soon casualties break,1
10529,abia name bible njust like many infected even dead people biblical names countries nat least one confirmed nigeria definitely biblical name nthis man phd microbiology bsc msc xbe,0
10530,president ceo marriott intl inc arne sorenson made total compensation total received salary received bonus received stock options awarded stock,0
10531,rangers players auto crash ifeanyi george reportedly dead,0
10532,religion kill christians,2
10533,xac xba govt says church gatherings till furthernotice compliance social distancing nigerians obey xac govt gives order many christians disobey still gather church many nigerian christians stupid hypocrites,0
10534,arne another take course check suggest reason suggest cannot become disconnected connected one one love check expression knowing singular essence,0
10535,one best leadership responses see ceo honest emotional forward looking inspiring arne acknowledges worst situation marriott ever faced little could done prepare taking decisive action,0
10536,please folks take bandits serious governors mentally unstable ariaria market drainage system roads could even collects daily revenue market nhim colleagues igboland evil fulani slave,0
10537,team richards hertz,0
10538,callous nis difficult think straight stop acting like christianity attacked stupid takes like make people see christians fools wanna defend christianity intellectually model excellence,0
10539,whitmer secretly want kill christians,1
10540,qur tells us cnot make friendship jews christians ckill disbelievers wherever find cmurder treat harshly,1
10541,christians fucking stupid,0
10542,wow amazing data based storytelling xbc,0
10543,catholic church exempted oooo nif death killed alhaji catch almajiri eehhhhhh,0
10544,stupid muslims stupid christians point lot stupid humans join making religion thing stupidity,0
10545,allowed people delta biafrans kidnapped taken hostage fulani terrorists group nigeria uniform never deny involvement evil,1
10546,left ethanbrook last week diamonds less ethan divercified li chance go back,0
10547,dont love nigeria stay home people hear untill people start dropping dead,0
10548,maldini rugani dybala matuidi many even spain former president real madrid,0
10549,biafra genocide going biafra children starved nigeria busy watching football lagos world look way biafrans died pele santos really stop war nigeria,1
10550,caste subcaste muslims pakistan ans globally kill christians india lower caste protestian christian allowed marry catholic multiple murder kerala hindus time change mentality,0
10551,course ds ndp want virus kill christians jews amp problem almighty god laws torah bible protecting us hrs day protecting president v p kushner staff hrs day evil ds ndp abominations lovers never goi,0
10552,bro try nigeria dead,0
10553,biafra must restored destroy demolish zoo called nigeria,1
10554,egoistical heaven sake religious leaders think know gos god nno wonder speak false prophet god speak way deceived us thinking messiah nfake men god,0
10555,comprehend tweet one sentence purveyor fake news caught red handed held wrists days numbered bill must,0
10556,cnn spain announced dead hrs omg xbc nya allah please contain virus us nigeria help us oh xad,0
10557,reports three players enugu state nigeria involved ghastly motor accident nreports also ifeanyi george dead confirm,0
10558,resharing article sent executive coach nathalie weister agree nin times crisis true leaders put people first like ceo arne sorenson many military leaders know,0
10559,people born history march arne gabius german runner pi brazilian footballer enrico gasparotto italian cyclist,0
10560,toilet paper nile,0
10561,christians look stupid,0
10562,guy becom problm ngria dmocrcy bn abusing buhri inslting tinubu insulting yorba race asscting kanu ipob pddling fke nws prmoting trblism prjudice ntional unrst becos id theif try create dstraction ntional disunity,0
10563,christians going kill us,1
10564,nchloroquine treatment virus xbc nnow nigerians dead chloroquins poisoning ndon listen donald,0
10565,supporter ipob entity feels interest well represented decides leave cause insults something called cfreedom,0
10566,need nigeria question releasing tigers lions assemble back zoo,0
10567,,0
10568,dear christians stop stupid stop ignoring medical science quarantine sanitize embrace social distancing yes keep praying ngood day,0
10569,want avoid arrested nigeria dress like fulani herdsman carry ak scared even come close talk arresting quick police military response ju,1
10570,comfirmed cases taken care nurses doctors taken care cases dead people come publicly say yes really happening hospital working say us joke,0
10571,marvellous example leadership dark times marriott international ceo arne sorenson,0
10572,arne westad cold war,0
10573,vijay shekhar sharma moved tears marriott president arne sorenson foregoes two months salary help paytm staff,0
10574,waste tym trying school u u sound dumn u look u expect get argument u dat even know meaning almajiri,0
10575,someone said covid nigeria buhari address nation fake news amp buhari address us believe hear buhari ignorance bad nigeria leadership worse,0
10576,another sad news nigeria football enugu rangers player ifeanyi george confirmed dead car two players travelling ran trailer,0
10577,govt day working hard get us dead lmao,0
10578,piece desk arne von delft atiya mosam shrikant peters thato mosidi nwell written salute health care workers,0
10579,christians proud quote verses bible corona proving loving god plans kill us since since,0
10580,never thought virus would kill neoliberalism globalism nmany businesses start manufacture products locally instead moving abroad,0
10581,different countries handling virus differently nitaly xae lockdown nusa xba social distancing amp stock supplies nuganda xba xac isolation upon arrival nuk xac pubs shutdown social distancing nnigeria xac chow coronavirus attack corrosive anointing dead,0
10582,leipzig press hertha problematic buildup nin buildup hertha used two central defenders lustenberger moved single pivot position provide central passing option central midfielders arne maier marko gruji moved advanced positions,0
10583,better remain get treated properly end coming nigeria taken dead hospital,0
10584,never life mock prophetic dude go sit pls nwasn banned uk corruption affect us nsome fellow nige,0
10585,say islam africa kill christians get away,1
10586,didnt stop social gatherings time ndidn stop football games time vactican still holding mass virus spread like wildfire nthey really unhealthy aged population like nigeria immune systems fight virus nmany dead,0
10587,christian bastard running president trump clone,0
10588,maybe mean ogun state called surrogate mothers like evil buhariborn throw away almajiri bloody product incest,0
10589,ipo index sharpest drop ever recorded one cannabis spac keeping ipo market alive expected raise million week ahead social capital latest spacs ipob u,0
10590,pix fake one find attached original pix taken state house buhari presented asset declaration form chairman ccb stop spreading fake news hatred know well president,0
10591,lol sis people chilling virus systems days weeks returning nigeria theory dead,0
10592,making want known increases quality life h aquarius,0
10593,reporting problem nigeria problem however even dead bodies accurately reflected,0
10594,anigav,0
10595,best thing far christians tooo stupid,0
10596,sure christians tolerant nsome religions named attack religion kill nso whenever want make examples using religious groups case christian safe use,1
10597,th,0
10598,one almajiri catches virus pere e finally,0
10599,even joke dead serious,0
10600,ipob delta state coordinator mazi john chukwuma abducted dss offence self determination crime self determination cardinal principle modern international law grants nun constitution let nothing happen others putting world,0
10601,must mention ipob sounded like one obvious cretinous guys,0
10602,delighted fans forest green signing arne maier,0
10603,watching group stupid christians coming church right,2
10604,kind xbb agbo politicians people insisting join ipob take ipob serious set xbb agbo politicians join ipob ipob turn complete nonse,0
10605,christians kill people get way,0
10606,realignment reshuffling reorganizing restructuring taking place obedience christ,0
10607,news biafra must watch see happened dss ipob delta via,0
10608,think u stupid religion without prayer show president speech telling christians fast pray useless sperm,0
10609,im christian feel like irresponsible people still going church situation bible says christians obey laws land kill want people need stay home church building,0
10610,say mentioned ipob stop ridiculously daft,0
10611,christians kill us,1
10612,absent president muhammadu buhari dreaded season coronavirus pandemic festus adedayo page reducing fake news nigeria,0
10613,obvious ipob disappoint,0
10614,absent president muhammadu buhari dreaded season coronavirus pandemic festus adedayo page reducing fake news nigeria,0
10615,implemented get stage worry shay numbers game e get number wey e go reach wey e go become imperative mandate lockdown methodology lockdown done properly esp north almajiri co,0
10616,man ipob coordinator delta state biafra land adopted nigerian military seeing ever since took world keep records,0
10617,almajiri child contacts thinking towards direction,0
10618,get real information christians reach,0
10619,yhu never start join ipob,0
10620,nguy overrating,0
10621,christians pose greatest threat us somehow missed part bible says citizens must abide law despite faith virus moves amp kill people nfaith without action nothing beloveds,0
10622,careful u reaching give u unbiased reports true state taking place nigeria christians,0
10623,christians matter stupid,0
10624,former education secretary arne duncan blood hands trump enablers ripped ex obama official americans die coronavirus raw story,0
10625,game,0
10626,spent money send one school probably graduated assume suit tie avi use brain pastor tells difference almajiri received formal education,0
10627,someone already saying nigerians die nhow u come isnt dead world combined together months ure seeing dying nigeria nim confused world war,0
10628,great job biafran vigilantes need fire power defend kind fire power repel attacks started threatening attack biafra need fully armed total defence,0
10629,sum president buhari government hypocrisy stupidity anyway aboki go always aboki,0
10630,potential gw debuts nrichard wright nsol campbell njason euell nfrank lampard nwilliam gallas njohn arne riise njerzy dudek nruud van nistelrooy nseba veron nlilian laslandes ngus poyet nchristian ziege nwho excited see gameweek,0
10631,almajiri schools told shut everyone various places origin,0
10632,almajiri quarantine corner choice quarantine quarantine magana ya kare,0
10633,one ifeanyi george died spot nenugu rangers plying trade nigeria professional football league npfl,0
10634,also read south korea jumped cases within span weeks church goers refused stay home nigeria half medical capacity south korea sys,0
10635,ipob stop till biafra restored last destination biafra,0
10636,trueeee,0
10637,christians gullible stupid,0
10638,herd immunity seems massive gamble professor arne akbar president british society immunology nin letter uk govt march,0
10639,get point let kid nigeria possibility govt providing period zero none shut everything survive,0
10640,really stupid think going church today proves faith god jesus would jumped highest point temple prove devil faith stop ignorant christians muslims,0
10641,pointing backhand index command delta state resumes kiddnapping p b members homes putting world notice ipob delta state going police kiddnapping,0
10642,think christians particularly stupid misguided try hard preach reasonable bunch deep know dumbfucks,2
10643,black south african christians among stupid people planet,0
10644,cboth mr marriott amp taking salary balance amp executive team taking cut pay arne sorenson leaders like get trenches fight also deserve clap xbc,0
10645,christians going kill us,1
10646,christians going kill us fam,1
10647,brave message well done arne getting pay rest team cuts tourism industry suffering nbusinesses shall proactive taking decisions even harsh ones cwait mode hoping things smoothen soon,0
10648,said people christians read bible god also gave people wisdom however people choose stupid wrong spreading abaprofethi bamanga last days indeed,0
10649,pointing backhand index command delta state resumes kiddnapping indigenous people biafra homes putting world notice ipob delta state going police kiddnapping,0
10650,marriott ceo coronavirus hurting hotel chain worse world war ii covid pandemic efforts contain taking unprecedented bite marriott revenues says arne sorenson,0
10651,live protest yesterday demand release political activists arrested amp detained unlawfully universal rights indigenous people,0
10652,whole corona issue nigeria even enough houses isolation stuff would hardly work earlier abide preventive measures better everyone want even talk uncountable homeless almajiri ngod help us xbb,0
10653,wow beautiful demonstration true leadership leadership stand strong humility vulnerability authenticity genuine human connection kudos mr arne sorenson surely inspired,0
10654,churches countries closed choose disobey government ask self men god later people accuse buhari trying kill christians,0
10655,britain problem contraption called nigeria ones clone buhari,1
10656,upgrade nta like cnn buhari able address nation yet stimulus package amp healthcare contain covid nta received fake news ode gbo gbo yin,0
10657,meanwhile branches abroad holding online services fools come tomorrow call buhari clone hope get arrested endangering lives,0
10658,called yesterday shud dragged nigerians think religious makes u special wrong us people start dropping dead stop churches parishes abroad dare open dere nigeria,0
10659,lamido sanusi murderer thief killed gideon akaluka stole money central bank zoo nigeria,0
10660,old cowardice human see please called leader senator even make good speech leader us senator us nevery body join ipob family members nzoo nigeria really comfrim biggest joke,0
10661,developed counties autopsy performed dead nigeria people never confirmed covid positive die never know counted spread could increase motality remain reported,0
10662,another biafran biafraud sighted,0
10663,hahaa starting get convinced either religion makes people stupid christians inherently stupid nmans think single direction,0
10664,yes kill muslims convert christianity murder christians africa easy target must much respect intelligence sooo easy,1
10665,saying energy muslims friday mad tell talking christians stupid cos faith coming ask stupid questions nif tweet muslims tl die,0
10666,christian one tin always tell christians dt feel ones dt r christianly dan odas dt bible wen herod makin plans kill baby jesus god woke joseph nyt told run wit child egypt god dt powerful dt kill herod,0
10667,npopulated areas covid deaths india bil pop pakistan mil nigeria mil bangladesh mil russia mil mexico mil shanghai mil covid dead,0
10668,,0
10669,bad practical nigerians work daily eat majority nigerians twitter say percent nigeria inactive dead last last god,0
10670,stupid fools call christians,2
10671,people died last hours italy using army take away dead bodies nigeria ready god,0
10672,ciabatta arne made yesterday mozzarella pancetta,0
10673,stopped going stupid store years ago another reason go money hungry fake christians,0
10674,stupid logic christians jews far superior brahmins hundreds nobels,1
10675,sorry say coronavirus breaks massively nigeria like places casualties would christians bunch stupid folks,0
10676,offended already called christians went church stubborn amp stupid see anyone getting offended nso simple question asked offend,0
10677,taa origi v barca yeboah xafbergkamps swivel amp finish gerrard header v milan xbd arne riise v man u giroud scorpion kick,0
10678,arne coh sweet mother stars much longer put end isolation already,0
10679,either buhari dead amp jubril aso villa fani kayode,1
10680,fulani sharia regime nigeria instituted illegal ex convinct imo state person hope uzodinma,1
10681,fake news buhari government never,0
10682,nigeria zoo,1
10683,nigeria benefit oil probably worse likely gain golden goose dead,0
10684,time almighty social media influencers political online warriors media paid unpaid activists educate nigerians corona virus muric nollywood ipob time focus common goal,0
10685,arne duncan trump missteps consequences beyond devastating,0
10686,stop dwelling much christians blablabla get people stupid neven muslims went mosques friday post tweet thereafter swala objective bana npeople take thing serious need make religious issue,0
10687,know better cause field saying cat least social distancing bit redundant nthey really could stayed home soccer match made pe,0
10688,nigerian government joking allow imams pastors argue science army oder shot anyone say go pray war virus nation one win,0
10689,ipob members kidnapped delta state,0
10690,ask christians hell bent going church today defending stupid pastors gone god hear nothing nall speak stupid tongues,0
10691,negative effect one fake nigeria nosibanjo lot answer ngod bless mazi nnamdi kanu ipob clear wanted assassinate revealing aso rock agitation,0
10692,bible said wisdom profitable direct bible said reap sow christians stupid amp willingly putting harms way one blame ngoing church amidst measure faith stupid,0
10693,lock country please tell hem joke real even lagos handle sick people patient gamble people real risk,0
10694,religion end lot think woke blunt stupid ignorant especially christians,0
10695,stupid lots even bible says cobedience better sacrifice faux spirituality nigeria major problem christians muslims guilty insensibility,0
10696,nigeria planning requisition dead prisons,0
10697,information reaching christians really selfish stupid lot,0
10698,stand right though heavens fall nellen g white author co founder seventh day adventist church man personally know possesses qualities whole nigeria nobody,0
10699,man deal though agent zoo must suffer zoo never enjoy expired country nigeria,1
10700,naive cases confirmed nigeria already people dying italy pretending dead abi,0
10701,delta state ipob abducted daily basis nigerian police asaba including state coordinator mazi john chukwuma,0
10702,simple abcd nigerian government luckdown country make life prison organise public gatherings joke,0
10703,another pdpigs worry apologies sins forgiven left go sin nas garba shehu presidency great opportunity send claer massage handle covid therefore garba shehu must go,0
10704,christians stupid,0
10705,buhari nigerian president probably terrible covid coronavirus nigeria people bashing coza davido zlatan hypocrites president spoken word live tv concerning pandemic shutting world zoo le zoo,0
10706,yeah get since people careless enough still hold events let christians enjoy right careless even stupid,0
10707,arne duncan trump missteps consequences beyond devastating,0
10708,said time parks arne filthy gathering places put mixed message saying go walks go runs people flocking coasts gone madness selfish ice cream sellers carry,0
10709,imagine one almajiri infects covid happen within next one hour different story schools closed means meeting magnitude must avoided,0
10710,define almajiri please,0
10711,soon kill christians,1
10712,still,0
10713,whose tradition might heard certain shehu sani endorse almajiri affiliated culture religion proud symbols,0
10714,sebi one president unlike dead body bubu nigeria,0
10715,nigeria ebola citizens drowned salt water ended dead ncovid ignorant humans dosing chloroquine wrong people crying loud,0
10716,ipo index sharpest drop ever recorded one cannabis spac keeping ipo market alive expected raise million week ahead social capital latest spacs ipob u,0
10717,almajiri pack go back home opportunity end,0
10718,nah silently observe,0
10719,seems nnamdi kalu right calling nigeria zoo,1
10720,refer rapper doubt mean aq blaq boogey ghost loose listening guys lately say beasts even say hip hop rap dead nigeria guys xbd sleeping em,0
10721,message marriott international associates president ceo arne sorenson great example leadership global business leader pretty sure future hbr reviews,0
10722,christians going kill us hey,1
10723,markets motor parks essential services church muslims christians responsibility whataboutism kill us country,0
10724,backslidden christian earth christians want go church quarantine stupid takes really people turn towards faith trying times church lineline many elderly folk many family,0
10725,like tweet boring stupid time crisis,0
10726,facility management,0
10727,talk authenticity companies time arne ceo hits nail head every company learn lesson,0
10728,gospels copied isaiah book rest john jesus birth stories challenges pharisees others nfor stupid christians know believe,0
10729,goal ever gerrard fa cup final goal tony yeboah xaf non goal maradona v england random goal rush fa cup final knocks camera goal,0
10730,zoo called nigeria government worst deadly coronavirus world help us please dying everyday government xad,1
10731,chrristian mean one stupid arrogant anthing christians forefront enforcing rules set government matter fact actually rebelling againist god established authorities romans,0
10732,honestly buhari one fascinating individual man said done anything last years remotely suggests cares people even willing fake nhe remained decisively unbothered help admire level idgaf,0
10733,abia state governor cause schools churches market fully functional aba infact everything everyone seems living normal life imo indeed ipob leader loves people claims right time enlighten people,0
10734,arne xab short sorenson lowered shield candid vulnerable humble emotional hopeful xbb,0
10735,belong religious group christians stupid believers think much,0
10736,make convince corona nigeria nwhen dad dead neighbor close friend ndon see gets level next already nuse head nnigerians abeg nkai pissed,0
10737,fool god stupid christians result challenged,0
10738,breaking news nipob delta state coordinator mazi john chukwuma abducted dss via direct order,0
10739,u expect dead brain nigeria politicals western politicals look doom foolish people think thief anus,0
10740,ipob family units zones inaugurated ishielu obeagu lga ebonyi state biafraland ipob family units zones inaugurated ishielu obeagu lga ebonyi state biafraland sunday th day march indigenous people biafra ipob went,0
10741,dead privacy argument someone wants private goes hoeing private u know people guts friends lik,0
10742,biafraud man son traitor nigeria matter leave us egbon ode,0
10743,congrats arne jeroschewski amp would great use parcel lockers pervasive,0
10744,could made point without attacking christians ppl seeking glory thinking christians stupid bona ever doubt ppls belief even,0
10745,support comment nigeria shut country dead infected italy reason large population poor health infrastructure,0
10746,christians walevi gonna kill us,1
10747,imagine taking anointing oil pastor infected xbc probably even know yet say lack wisdom abi ignorance kill nsha use holiness koba us nna us christians nabeg,0
10748,lol see goodluck telling christians go church agree stupid,0
